shots,shots_against,goals,goals_against,saves,assists,score,mvp,shooting_percentage,bpm,bcpm,avg_amount,amount_collected,amount_stolen,amount_collected_big,amount_stolen_big,amount_collected_small,amount_stolen_small,count_collected_big,count_stolen_big,count_collected_small,count_stolen_small,amount_overfill,amount_overfill_stolen,amount_used_while_supersonic,time_zero_boost,percent_zero_boost,time_full_boost,percent_full_boost,time_boost_0_25,time_boost_25_50,time_boost_50_75,time_boost_75_100,percent_boost_0_25,percent_boost_25_50,percent_boost_50_75,percent_boost_75_100,avg_speed,total_distance,time_supersonic_speed,time_boost_speed,time_slow_speed,time_ground,time_low_air,time_high_air,time_powerslide,count_powerslide,avg_powerslide_duration,avg_speed_percentage,percent_slow_speed,percent_boost_speed,percent_supersonic_speed,percent_ground,percent_low_air,percent_high_air,avg_distance_to_ball,avg_distance_to_ball_possession,avg_distance_to_ball_no_possession,avg_distance_to_mates,time_defensive_third,time_neutral_third,time_offensive_third,time_defensive_half,time_offensive_half,time_behind_ball,time_infront_ball,time_most_back,time_most_forward,time_closest_to_ball,time_farthest_from_ball,percent_defensive_third,percent_offensive_third,percent_neutral_third,percent_defensive_half,percent_offensive_half,percent_behind_ball,percent_infront_ball,percent_most_back,percent_most_forward,percent_closest_to_ball,percent_farthest_from_ball,inflicted,taken,player_name
4,6,2,2,1,0,409,True,50,522,532.2871,45.57,2951,947,2089,549,862,398,24,6,68,28,325,50,547,51.23,15.401033,31.07,9.340427,134.54,75.45,44.89,87.28,39.320786,22.051088,13.119595,25.508535,1720,555101,76.76,154.29,113.76,178.42,143.31,23.08,7.65,71,0.11,74.78261,32.992085,44.74638,22.261536,51.744446,41.562023,6.693542,2871,2813,2959,3883,124.5,122.64,97.66,190.13,154.68,230.07,114.74,88.7,130.2,119.4,97.5,36.10789,28.323668,35.568447,55.140514,44.859486,66.7237,33.2763,26.665462,39.14141,35.89466,29.310965,4,1,Oski
1,1,1,0,1,0,212,True,100,677,706.04846,48.32,1000,370,845,300,155,70,9,3,15,6,65,0,154,12.32,14.497528,8.49,9.990585,37.16,19.18,14.27,20.15,40.943146,21.132658,15.722785,22.20141,1832,151032,27.25,39.15,27.37,37.26,45.93,10.59,1.57,15,0.1,79.652176,29.188438,41.751095,29.060465,39.731285,48.97633,11.292387,3157,3419,1808,4130,34.91,25.38,33.48,45.52,48.25,59.66,34.11,21,37,28.4,26,37.229393,35.704384,27.066227,48.544308,51.45569,63.623756,36.37624,24.711697,43.539654,33.41963,30.595432,1,0,Oski
3,3,1,0,0,0,288,False,33.333332,504,536.19995,53.12,2839,830,2075,640,764,190,25,7,63,18,371,70,537,49.21,15.490431,32.89,10.353186,104.26,56.97,61.63,99.29,32.363804,17.684307,19.130838,30.821043,1674,528237,81.93,131.03,113.53,180.23,116.1,30.16,8.08,77,0.1,72.78261,34.77289,40.13293,25.094185,55.202305,35.560047,9.237649,2833,2757,2957,3856,124.96,119.68,81.84,182.18,144.31,253.02,73.47,115.2,108.5,109.9,101.1,38.274937,25.067385,36.657684,55.79957,44.200436,77.49702,22.502987,36.262905,34.153866,34.594563,31.824478,0,0,Oski
4,3,0,2,0,1,232,False,0,525,529.52325,46.7,3073,449,2326,284,747,165,27,3,66,16,375,15,484,45.46,13.055715,32.89,9.445721,133.27,88.96,49.36,77.24,38.204853,25.502392,14.150159,22.14259,1677,570442,79.72,164.57,121.23,182.22,163.48,19.82,8.54,75,0.11,72.91304,33.166447,45.023525,21.810022,49.852264,44.72532,5.4224114,3004,3229,2795,3827,136.01,144.46,85.04,213.55,151.96,284.88,80.64,127,99.8,121.2,114,37.211018,23.26612,39.52286,58.425213,41.574787,77.93828,22.06172,36.47329,28.661688,34.80758,32.739803,1,1,Oski
8,11,3,2,4,0,848,True,37.5,527,508.86682,47.65,3716,664,2815,434,901,230,34,5,80,20,425,65,609,62.28,14.214311,53.2,12.141961,159.44,102.12,70.98,105.46,36.401825,23.31507,16.20548,24.077625,1742,743751,120.32,194.54,134.96,227.33,175.42,47.07,12.56,101,0.12,75.73913,30.003115,43.24841,26.748476,50.53799,38.99782,10.464186,2838,2651,3101,3847,174.68,176.13,99,268.2,181.62,319.12,130.7,135.4,156.6,161.3,129.8,38.834175,22.009293,39.156532,59.62385,40.37615,70.94393,29.056067,30.902657,35.741188,36.813877,29.624557,1,2,Oski
0,1,0,0,0,0,22,False,0,440,425.45227,31.4,341,267,223,200,118,67,3,2,11,6,76,0,97,21.83,45.394054,3.13,6.50863,33.77,3.33,3.75,6.9,70.72251,6.973822,7.853403,14.450262,1891,86177,20.74,15.34,11.98,18.61,27.85,1.6,0.65,6,0.11,82.21739,24.927176,31.918436,43.154392,38.72243,57.948402,3.3291721,3321,2567,3822,3320,25.12,12.04,10.9,31.75,16.31,12.44,35.61,15.9,29.6,19.7,22.7,52.267998,22.679983,25.052017,66.063255,33.93675,25.889698,74.110306,33.063007,61.551258,40.96486,47.20316,1,0,Oski
6,5,1,2,1,0,408,False,16.666666,549,568.3468,45.76,3223,1101,2317,643,906,458,27,7,75,35,424,74,443,35.83,10.530493,53.03,15.585599,130.14,74.41,54.77,88.73,37.39118,21.379112,15.736244,25.493462,1786,597713,108.75,145.59,102.12,187.86,141.56,27.04,9.4,80,0.12,77.652176,28.648376,40.843292,30.508333,52.701565,39.71273,7.585704,2920,2853,2972,3941,136.49,121.87,98.1,195.29,161.17,254.73,101.73,114.5,127.3,128.8,119.8,38.290417,27.52062,34.18897,54.785954,45.21405,71.46104,28.538967,33.651726,37.413666,37.85452,35.209404,1,0,Oski
6,7,2,1,2,0,487,False,33.333332,492,482.12177,45.24,2654,241,1860,0,794,241,21,0,68,21,243,3,442,66.94,20.267038,38.45,11.641285,136.23,61.59,32.16,103.11,40.898857,18.490498,9.655048,30.955599,1692,542360,89.35,130.79,118.6,181.21,143.65,13.88,8.09,69,0.12,73.565216,35.012104,38.610733,26.377163,53.495308,42.407154,4.097538,2848,2817,2903,3791,133.35,114.47,90.93,192.78,145.97,244.83,93.91,118.7,120.1,115.1,115.4,39.36532,26.842804,33.79188,56.909225,43.090775,72.27667,27.723328,35.938114,36.361984,34.848164,34.93899,2,2,Oski
3,4,1,0,1,0,291,False,33.333332,478,489.86026,45.68,2641,814,1724,494,917,320,20,7,77,29,318,233,454,64.79,20.029058,31.47,9.728577,131.45,76.32,41.11,80.75,39.878044,23.153233,12.471559,24.497164,1652,530325,81.57,130.95,122.63,180.88,139.22,15.05,8.21,73,0.11,71.82609,36.58959,39.07206,24.338356,53.969864,41.539608,4.4905267,2893,3005,2783,3923,125.56,110.62,98.97,178.22,156.93,264.03,71.13,119.5,104.9,117.9,116.5,37.46382,29.530062,33.00612,53.17619,46.823807,78.7773,21.222698,36.942005,32.42859,36.447384,36.01459,0,0,Oski
0,0,0,0,0,0,28,False,0,560,460.45142,47.99,391,154,237,108,154,46,4,2,13,4,164,93,104,6.32,12.404318,6.13,12.031404,19.1,7.95,5.85,12.65,41.931946,17.45335,12.843031,27.771683,2015,102435,21.62,25.12,4.14,20.99,27.08,2.81,0.99,9,0.11,87.608696,8.136792,49.371067,42.492138,41.25393,53.22327,5.5227985,3341,1937,4494,4609,12.72,16.17,21.99,20.35,30.53,39.36,11.53,16.7,16.9,14.2,16.5,25.000002,43.21934,31.780663,39.996067,60.00393,77.34329,22.656712,32.777233,33.169773,27.87046,32.38469,0,0,Oski
4,11,1,3,3,1,506,False,25,485,518.56854,48.89,3200,788,2399,545,801,243,29,6,66,21,461,54,665,55.6,15.01688,42.27,11.416611,133.51,73.35,61.26,103.63,35.913918,19.731003,16.478817,27.87626,1642,596334,96.18,135.77,149.64,198.9,152.45,30.23,9.13,79,0.12,71.391304,39.214863,35.580074,25.205063,52.125374,39.952305,7.922323,2726,2357,3074,3930,176.82,119.47,85.29,246.75,134.83,283.06,98.53,109.6,135.2,137.2,107.6,46.338905,22.351799,31.309292,64.66534,35.33466,74.17909,25.820908,29.60162,36.51587,37.05604,29.061445,0,2,Oski
5,15,2,3,3,0,543,False,40,538,559.1029,46.55,4022,590,3025,348,997,242,37,4,89,21,593,51,632,58.91,13.64858,44.33,10.270609,177.08,79.88,79.88,93.85,41.115417,18.546982,18.546982,21.790615,1596,662244,98.79,158.98,179.16,230.4,174.32,32.21,14.9,126,0.12,69.391304,41.004276,36.38569,22.610027,52.73156,39.896553,7.3718905,2963,2984,2936,3663,201.67,159.35,75.92,297.81,139.13,315.83,121.1,152.8,118.5,131.8,149.7,46.15508,17.375383,36.46954,68.1581,31.8419,72.28389,27.71611,35.401512,27.454706,30.53612,34.683285,3,4,Oski
7,3,4,0,0,0,743,True,57.142857,519,533.56384,46.98,3035,423,2352,226,683,197,26,3,53,17,169,73,477,50.98,14.937443,32.38,9.487533,119.66,80.05,64.9,86.49,34.08146,22.799772,18.484762,24.634007,1743,585336,93.46,155.98,112.38,174.22,162.28,25.32,7.55,65,0.12,75.78261,31.059645,43.109837,25.830524,48.151012,44.85103,6.997955,2777,2701,2890,3772,117.5,123.29,121.02,177.79,184.03,260.83,100.99,86,135.3,119.2,111.1,32.47561,33.448494,34.075897,49.13769,50.862305,72.08833,27.91167,25.198511,39.643703,34.926308,32.55296,1,0,Oski
3,8,0,2,0,1,192,False,0,521,534.8665,50.63,3008,793,2321,529,687,264,27,6,54,17,405,78,351,72.57,21.506683,34.26,10.153216,118.19,63.45,54.92,108.73,34.2292,18.375858,15.90547,31.489471,1759,588386,105.08,143.46,100.65,154.85,156.34,38,7.53,76,0.1,76.478264,28.823849,41.083652,30.092499,44.34549,44.772186,10.882328,2997,2745,3314,3969,124.11,135.73,89.36,199.88,149.31,232.37,116.82,102.7,137.4,109.5,122.9,35.541237,25.589918,38.868843,57.241043,42.758957,66.54543,33.454567,30.435944,40.719555,32.451176,36.42237,1,0,Oski
4,7,0,2,1,0,263,False,0,520,519.9032,44.12,2758,802,2058,481,700,321,22,5,63,27,172,18,531,71.51,22.466932,29.47,9.258852,137.85,57.83,41.16,78.05,43.777195,18.365143,13.071231,24.786434,1795,554319,96.85,145.8,76.85,150.88,139.39,29.24,7.66,72,0.11,78.04348,24.053207,45.633804,30.312988,47.22231,43.626175,9.151513,2801,2686,2894,3886,116.15,121.59,81.76,186.14,133.36,207.8,111.7,95.8,131.4,124,98,36.353676,25.589985,38.05634,58.25978,41.74022,65.03912,34.960876,30.098337,41.283104,38.958183,30.78953,3,1,Oski
4,7,0,2,1,0,263,False,0,522,520.99994,44.12,2758,802,2058,481,700,321,22,5,63,27,172,18,575,71.42,22.48599,29.4,9.256344,137.21,57.61,41.12,78.17,43.682156,18.34071,13.090956,24.886187,1797,554306,96.99,145.23,76.47,150.16,139.23,29.3,7.48,73,0.1,78.13043,23.995104,45.57093,30.433964,47.11789,43.688225,9.193888,2791,2689,2877,3894,115.2,122.02,81.46,185.03,133.66,206.81,111.88,94.4,129.9,122,96.4,36.149117,25.561693,38.289192,58.059555,41.940445,64.89378,35.106216,29.72105,40.897926,38.41068,30.350735,3,1,Oski
4,7,2,1,2,0,442,False,50,542,563.783,53.94,3227,762,2514,476,713,286,31,6,59,19,594,112,682,53.63,15.615992,38.59,11.236642,116.92,61.08,61.09,104.57,34.022,17.77338,17.77629,30.42833,1736,581913,89.21,150.46,121.26,194.53,132.53,33.87,8.9,85,0.1,75.478264,33.596542,41.686756,24.716705,53.896877,36.719032,9.384091,2917,2629,3228,3722,142.69,131.24,86.99,217.63,143.29,272.53,88.39,115.8,130.8,104.7,114.7,39.53508,24.102295,36.362633,60.298683,39.701317,75.50981,24.490192,33.718662,38.086365,30.486563,33.398365,1,1,Oski
4,7,2,1,2,0,442,False,50,542,563.9636,54.09,3227,762,2514,476,713,286,31,6,59,19,605,123,679,53.47,15.574391,38.55,11.228591,116.98,61.11,61.12,104.43,34.04144,17.783146,17.786057,30.389362,1736,581793,89.44,149.5,121.52,194.5,132.05,33.9,9.03,87,0.1,75.478264,33.71248,41.474785,24.81274,53.96033,36.634766,9.404912,2942,2669,3238,3723,142.22,131.3,86.95,217.33,143.13,272.11,88.35,111.9,130.8,102.9,113.3,39.454044,24.121286,36.424667,60.2924,39.707592,75.48965,24.51035,32.5935,38.098568,29.972036,33.00128,1,1,Oski
0,14,0,4,2,0,215,False,0,455,468.66238,37.06,2591,875,1607,517,984,358,18,6,86,31,215,90,601,59.66,17.98559,23.62,7.120678,177.89,70.22,46.14,49.32,51.776928,20.438337,13.429578,14.355153,1701,556714,88.56,131.75,126.12,174.26,146.18,25.99,8.22,83,0.1,73.95652,36.405624,38.030773,25.563606,50.30165,42.196114,7.5022373,2708,2508,2899,3577,147.06,122,77.37,206.12,140.31,188.57,157.85,76.9,148.9,114.2,96.2,42.450134,22.333519,35.21635,59.498314,40.50169,54.43392,45.56608,23.182901,44.888607,34.42766,29.001236,0,0,Oski
0,14,0,4,2,0,215,False,0,455,468.73303,37.06,2591,875,1607,517,984,358,18,6,86,31,215,90,594,59.57,17.961164,23.63,7.1247663,177.92,70.2,46.11,49.28,51.794712,20.436087,13.423191,14.346017,1701,556685,88.63,132.06,125.38,174.44,145.71,25.93,8.47,86,0.1,73.95652,36.229664,38.15991,25.610426,50.40453,42.10298,7.492487,2715,2503,2919,3586,146.58,122.18,77.32,205.68,140.39,188.4,157.67,75.3,146.8,112.1,94.6,42.35437,22.341656,35.303978,59.43306,40.566936,54.439854,45.560146,22.703976,44.262196,33.799675,28.523186,0,0,Oski
2,5,2,3,0,0,388,False,100,488,484.573,41.12,2772,564,2043,347,729,217,23,4,63,19,246,52,486,63.46,18.48906,28.2,8.216064,167.29,78.48,49.17,53.42,48.022163,22.528421,14.11471,15.334712,1644,555357,72.94,151.5,136.22,177.56,142.77,40.34,9.34,79,0.12,71.478264,37.769646,42.00632,20.224033,49.2306,39.58466,11.184739,2761,2757,2763,3785,164.9,127.74,68.03,237.65,123.02,248.81,111.85,122.9,121.1,124.4,106.2,45.720467,18.862118,35.41742,65.89126,34.108746,68.98741,31.012589,35.806892,35.282463,36.243916,30.94135,0,0,Oski
2,5,2,3,0,0,388,False,100,488,484.59253,41.11,2773,566,2043,347,730,219,23,4,63,19,246,52,523,63.42,18.471487,28.18,8.207607,167.42,78.4,48.96,53.53,48.06638,22.508684,14.056444,15.368494,1644,555470,73.07,151.11,136.36,177.66,142.42,40.47,9.65,79,0.12,71.478264,37.821045,41.912132,20.26682,49.274715,39.50076,11.224518,2758,2753,2759,3780,164.81,127.75,67.99,237.59,122.95,248.7,111.85,121.8,119.7,122.7,105.5,45.71072,18.857302,35.43198,65.89838,34.101627,68.97795,31.02205,35.47504,34.8634,35.73717,30.727558,0,0,Oski
3,8,2,3,1,2,512,True,66.666664,518,476.3963,42.56,2792,999,1658,450,1134,549,19,5,94,41,256,49,609,41.52,11.80753,17.2,4.8913665,154.63,83.56,61.48,54.24,43.6919,23.610521,17.371649,15.325931,1640,547315,71.83,154.89,136.58,195.02,141.37,26.91,7.35,72,0.1,71.304344,37.594276,42.63419,19.77154,53.680153,38.912743,7.407101,2798,2698,2899,3729,138.04,116.79,108.48,193.67,169.64,280.09,83.21,97.9,133.5,123.7,101.4,37.9951,29.858799,32.146103,53.307095,46.692905,77.09607,22.903936,27.840973,37.964962,35.17802,28.83631,0,3,Oski
3,8,2,3,1,2,512,True,66.666664,518,476.7432,42.75,2793,999,1658,450,1135,549,19,5,94,41,267,49,597,41.43,11.786293,17.39,4.9472275,154.25,83.76,61.39,54.33,43.6067,23.679075,17.355043,15.359171,1643,547173,72.22,154.27,136.28,194.5,141.46,26.81,7.16,72,0.1,71.434784,37.5665,42.52557,19.90793,53.615234,38.994404,7.390357,2789,2687,2896,3725,137.49,116.84,108.44,193.15,169.61,279.5,83.26,95.2,132.8,129.3,93.8,37.900047,29.892216,32.207733,53.244568,46.75543,77.04819,22.951813,27.083155,37.77986,36.78416,26.684874,0,3,Oski
1,3,1,2,0,0,156,False,100,445,466.31915,47.43,1163,131,1015,83,148,48,12,1,13,4,184,16,114,13.19,8.814488,12.19,8.146217,103.52,10.59,20.49,19.9,67.003235,6.854369,13.2621355,12.880259,1724,168362,33.73,35.92,88.57,90.8,54.48,12.95,1.37,9,0.15,74.95652,55.979015,22.702564,21.318417,57.384823,34.430893,8.184289,2286,2152,2722,3644,96.12,33.37,28.73,112.31,45.92,104.48,53.74,86.1,58.9,36.7,105.6,60.750854,18.15826,21.090885,70.97896,29.021046,66.03464,33.965363,57.53809,39.361134,24.525528,70.56937,0,0,Oski
1,3,1,2,0,0,156,False,100,445,465.94553,47.43,1163,131,1015,83,148,48,12,1,13,4,184,16,114,13.28,8.867521,12.51,8.353366,103.53,10.51,20.9,19.57,67.00537,6.8021483,13.526631,12.665846,1728,168562,33.68,36.02,88.62,91.43,53.99,12.91,1.37,9,0.15,75.13043,55.97524,22.751389,21.273369,57.74648,34.099667,8.153855,2318,2166,2731,3663,96.18,33.42,28.73,112.41,45.92,104.55,53.78,84.6,58.3,35.8,104.2,60.74654,18.145645,21.107811,70.997284,29.002716,66.03297,33.96703,56.490387,38.928955,23.904915,69.577995,0,0,Oski
5,7,0,3,2,3,485,False,0,491,490.4532,40.26,2924,839,2096,601,828,238,25,7,71,20,353,98,493,49.94,13.96103,33.99,9.502111,157.42,84.55,56.1,57.38,44.28752,23.786749,15.78281,16.142918,1625,555532,99.6,116.34,163.55,181.96,159.77,37.76,7.35,70,0.1,70.652176,43.097313,30.656933,26.245749,47.94856,42.10124,9.950195,2771,2683,2942,3651,162.11,124.96,92.42,226.17,153.32,278.11,101.39,99.3,139.9,132,112.9,42.71786,24.353739,32.928406,59.59841,40.401596,73.283264,26.716732,27.759918,39.10989,36.9014,31.56188,1,3,Oski
2,10,0,2,0,0,128,False,0,488,494.08878,42.35,2619,772,1634,401,985,371,19,5,87,34,271,117,579,39.68,12.476418,18.62,5.8546095,135.16,71.74,54.41,52.67,43.04733,22.84859,17.32913,16.774956,1730,535233,80.85,144.1,95.79,176.76,120.38,23.59,7.51,63,0.12,75.21739,29.865309,44.927357,25.20733,55.11178,37.53313,7.355097,2984,3067,2928,3650,128.83,119.33,72.57,191.96,128.77,195.03,125.71,110.6,113.1,88.7,121.4,40.167744,22.626509,37.205753,59.850964,40.149033,60.806263,39.19374,34.775497,35.561565,27.889572,38.1713,2,2,Oski
1,7,0,2,1,2,268,False,0,556,561.51654,47.24,3283,990,2407,574,876,416,28,7,73,30,398,125,635,74.14,21.13455,29.77,8.486318,156,55.85,60.21,80.78,44.212673,15.828705,17.064392,22.89423,1722,582445,93.25,151.3,120.46,178.31,162.66,24.05,7.9,71,0.11,74.86957,33.001835,41.450916,25.547245,48.84938,44.561943,6.5886803,2778,2677,2889,3850,133.29,118.69,113.03,185.78,179.23,238.71,126.3,100.1,141,110.7,116.8,36.516804,30.966274,32.51692,50.897236,49.102764,65.39821,34.60179,28.534779,40.193844,31.556444,33.295326,2,2,Oski
4,4,1,1,0,1,314,False,25,480,481.09244,39.55,2748,885,1663,316,1085,569,18,4,83,38,136,83,507,56.84,16.584967,28.23,8.237044,173.87,75.37,48.69,46.01,50.55242,21.913708,14.156539,13.377333,1735,574485,95.14,146.95,114.8,190.24,139.3,27.34,8.58,75,0.11,75.434784,32.16677,41.17515,26.658073,53.306435,39.032726,7.660838,3027,3266,2741,3910,141.07,102.66,113.15,188.5,168.38,247.57,109.31,107.6,122.1,98,117.8,39.528694,31.705336,28.765972,52.818874,47.181126,69.37066,30.629343,31.395891,35.62675,28.59477,34.37208,0,2,Oski
2,1,2,0,0,0,242,True,100,686,526.7857,36.1,236,24,200,0,36,24,2,0,3,2,0,0,0,3.78,14.0625,4.9,18.229168,13.21,4.47,2.88,3.81,54.20599,18.342222,11.817808,15.633976,1691,40442,5.53,12.06,10,8.72,13.86,5,0.23,2,0.12,73.521736,36.245014,43.711487,20.043493,31.617113,50.253807,18.12908,3715,3226,4529,4224,8.19,11.71,7.68,12.57,15.01,27.59,0,9.6,2.9,9.6,7.5,29.69543,27.846268,42.458305,45.576504,54.423496,100,0,35.71429,10.788691,35.71429,27.901787,0,0,Oski
8,8,0,2,3,1,485,False,0,530,542.5666,47.53,4304,1192,3363,863,941,329,38,9,77,28,474,36,680,92.65,19.465921,56.61,11.893857,169.57,88.23,86.61,129.71,35.7652,18.609211,18.267525,27.358051,1619,757183,95.44,202.87,186.31,237.79,191.95,54.88,11.12,91,0.12,70.391304,38.444553,41.861664,19.69378,49.06731,39.608353,11.324337,2901,2528,3275,3803,180.09,159.72,144.81,261.12,223.49,344.79,139.83,144.2,175.1,170.6,158.4,37.161076,29.881144,32.957783,53.882504,46.117496,71.14647,28.853535,30.296663,36.788807,35.84335,33.280106,2,1,Oski
4,4,0,2,1,0,277,False,0,567,565.65234,43.8,3129,960,2160,487,969,473,24,5,85,35,291,17,683,46.12,13.895752,28.74,8.659235,156.03,65.85,49.62,67.14,46.075478,19.445429,14.652728,19.826363,1755,575963,97.56,141.49,104.48,178.82,145.77,18.94,6.38,62,0.1,76.304344,30.413647,41.18709,28.399267,52.053673,42.432972,5.513346,2982,2877,3123,3902,109.9,124.11,109.52,166.33,177.2,246.13,97.4,92.7,130.8,112.8,106.8,31.991385,31.880768,36.12785,48.417896,51.582104,71.64731,28.352692,27.9301,39.409462,33.98614,32.178368,0,0,Oski
3,5,1,1,1,1,355,True,33.333332,486,478.55853,44.49,2563,523,1819,303,744,220,20,4,67,19,206,96,458,42.01,13.07338,23.49,7.3100142,127.36,78.45,55.36,54.33,40.367672,24.865292,17.546751,17.220285,1647,508352,77.76,118.15,128.1,196.18,110.06,17.77,8.5,74,0.11,71.608696,39.53582,36.464924,23.999258,60.54752,33.96809,5.484399,3028,3070,2992,3595,154.64,115.37,54,212.3,111.7,236.72,87.28,113.1,97.1,87.4,127.4,47.72692,16.666151,35.606926,65.52469,34.475307,73.06173,26.938272,35.196365,30.217216,27.198606,39.64648,0,3,Oski
5,12,0,2,4,1,504,False,0,470,468.67834,47.48,2555,897,1749,596,806,301,20,7,66,26,269,107,433,49.74,15.206824,28.44,8.694855,130.89,57,60.43,84.54,39.322838,17.124315,18.15478,25.398064,1590,513567,66.99,129.93,141.84,173.5,147.34,17.93,9.01,75,0.12,69.13043,41.870354,38.354588,19.775063,51.21469,43.492638,5.2926764,2647,2501,2789,3489,138.4,113.03,87.33,191.62,147.14,200.85,137.91,67.4,143,116.5,96.6,40.854877,25.779312,33.365803,56.565117,43.43488,59.28976,40.710236,20.60595,43.718853,35.617107,29.533155,2,0,Oski
3,10,0,3,0,1,232,False,0,520,537.40955,44.69,3006,628,2197,325,809,303,25,4,75,26,310,76,606,51.97,15.485236,36.27,10.807187,144.52,63.84,54.62,79.41,42.209175,18.645403,15.952568,23.19285,1686,558804,88.68,140.31,121.27,188.5,136.71,25.05,8.76,79,0.11,73.304344,34.622852,40.058815,25.318336,53.81716,39.031006,7.1518297,2585,2228,2977,3482,119.3,132.3,98.65,181.76,168.5,221.8,128.46,91.8,118.7,110.8,102.4,34.061386,28.165596,37.773018,51.89288,48.10712,63.324387,36.675613,27.35318,35.368435,33.01451,30.511606,1,0,Oski
3,10,0,3,0,1,232,False,0,521,538.434,44.64,3012,628,2203,325,809,303,25,4,75,26,303,76,612,51.94,15.474913,36.04,10.737695,144.47,64.32,54.51,79.08,42.195805,18.786144,15.920906,23.097143,1688,558790,89.14,139.65,121.22,188.21,136.76,25.03,8.62,82,0.11,73.391304,34.633297,39.898857,25.467844,53.774284,39.074284,7.1514287,2581,2204,2996,3481,118.94,132.5,98.56,181.51,168.49,221.85,128.15,90.1,116.9,109.1,101.1,33.982857,28.16,37.857143,51.86,48.14,63.385715,36.614285,26.844236,34.828983,32.505062,30.121557,1,0,Oski
2,9,0,4,1,0,205,False,0,553,580.97986,50.68,3192,874,2267,581,925,293,26,7,86,27,364,118,691,30.88,9.367511,42.29,12.828758,109.69,82.55,50.45,89.47,33.023243,24.85248,15.188463,26.935814,1775,567846,97.62,142.94,97.82,184.57,130.14,23.67,7.78,76,0.1,77.17391,28.908327,42.242447,28.849222,54.54518,38.459717,6.9950933,3074,2997,3185,3970,138.44,111.51,88.44,198.56,139.82,234,104.38,97.4,114.7,98.9,115.5,40.911373,26.135523,32.9531,58.67959,41.32041,69.15302,30.846977,29.54649,34.79448,30.001518,35.037163,4,2,Oski
2,9,0,4,1,0,205,False,0,554,581.95447,50.58,3183,874,2267,581,916,293,26,7,86,27,364,118,683,31.06,9.464606,41.21,12.557515,109.44,82.65,50.44,88.04,33.106453,25.002268,15.258492,26.632786,1782,567503,97.52,141.6,97.5,183.01,129.91,23.69,7.47,74,0.1,77.478264,28.96441,42.06524,28.970352,54.36856,38.593628,7.0378184,3069,2968,3201,3970,138.13,110.06,88.42,197.39,139.22,231.96,104.66,94.4,113.2,96.2,112.9,41.03562,26.267788,32.696594,58.640564,41.35944,68.90856,31.091438,28.765577,34.494316,29.314074,34.4029,4,2,Oski
2,5,1,1,0,0,234,False,50,523,495.16907,48.34,2665,913,1839,579,826,334,23,8,72,29,399,149,503,52.92,16.387959,24.99,7.7387586,121.03,58.12,57.14,80.66,38.185833,18.337276,18.02808,25.448809,1691,524331,83.05,126.79,115.67,173.98,129.03,22.5,6.58,58,0.11,73.521736,35.535004,38.951183,25.51381,53.448433,39.639336,6.91223,2806,2594,3053,3884,140.51,92.83,92.17,191.23,134.29,222.44,103.07,107.9,123.8,111.1,98,43.166103,28.315565,28.518324,58.74601,41.25399,68.33584,31.664156,33.41385,38.337666,34.404804,30.348072,1,3,Oski
2,5,1,1,0,0,234,False,50,523,495.18442,48.26,2665,913,1839,579,826,334,23,8,72,29,399,149,503,52.98,16.407047,25.01,7.745192,121.16,58.1,57.02,80.69,38.224434,18.32981,17.989082,25.456665,1686,524461,83.15,126.56,115.62,174.3,128.66,22.37,6.74,61,0.11,73.304344,35.5393,38.90204,25.558664,53.576366,39.547535,6.876095,2804,2589,3058,3879,140.33,93.16,91.85,191.2,134.14,222.4,102.94,105.2,122.5,110.1,95.7,43.13334,28.232004,28.634659,58.769287,41.230713,68.35925,31.640745,32.578735,37.936268,34.096188,29.63674,1,3,Oski
4,7,1,4,0,1,364,False,25,526,548.1865,44.57,3101,978,2283,654,818,324,26,7,66,23,322,50,433,49.39,14.551722,22.51,6.632097,145.89,72.19,52.79,69.25,42.893684,21.224863,15.520993,20.360462,1674,552793,84.65,139.62,132.68,170.2,159.36,27.38,8.38,72,0.12,72.78261,37.17047,39.114723,23.714808,47.683083,44.64616,7.670757,2549,2251,2852,3701,120.33,124.42,112.19,189.21,167.74,252.44,104.5,126.9,105.1,123.4,97.9,33.711548,31.431053,34.8574,53.007423,46.992573,70.72337,29.276628,37.38841,30.965498,36.35721,28.84417,0,1,Oski
4,7,1,4,0,1,364,False,25,526,548.26733,44.57,3101,978,2283,654,818,324,26,7,66,23,322,50,428,49.17,14.489038,22.85,6.733263,145.66,72.39,52.77,69.14,42.846214,21.29368,15.522413,20.337685,1676,552809,84.86,139.34,132.34,170.03,159.19,27.33,8.45,72,0.12,72.86957,37.11786,39.081173,23.800978,47.687565,44.647316,7.6651244,2560,2265,2859,3703,120.3,124.07,112.18,189.1,167.45,252.1,104.45,125.5,104.2,123,96.6,33.740005,31.462626,34.797363,53.03604,46.963963,70.705376,29.29463,36.981377,30.704857,36.244698,28.465347,0,1,Oski
