Unnamed: 0,shots,goals,saves,assists,score,mvp,bcpm,avg_amount,amount_collected,amount_stolen,amount_collected_big,amount_collected_small,amount_overfill,amount_used_while_supersonic,percent_zero_boost,percent_full_boost,percent_boost_0_25,percent_boost_25_50,percent_boost_50_75,percent_boost_75_100,count_powerslide,avg_powerslide_duration,avg_speed_percentage,percent_slow_speed,percent_boost_speed,percent_supersonic_speed,percent_ground,percent_low_air,percent_high_air,avg_distance_to_ball,avg_distance_to_ball_possession,avg_distance_to_ball_no_possession,avg_distance_to_mates,percent_defensive_third,percent_offensive_third,percent_neutral_third,percent_defensive_half,percent_offensive_half,percent_behind_ball,percent_infront_ball,percent_most_back,percent_most_forward,percent_closest_to_ball,percent_farthest_from_ball,inflicted,taken,player_name
EU O OXG vs BDS G6 2023-01-27.17.40,1,0,5,0,424,1,360.2147,57.13,1879,499,1161,718,301,177,8.63314,10.425586,27.415627,21.834755,15.633049,35.11657,45,0.11,60.826088,57.051117,31.376661,11.572222,60.265263,33.661415,6.0733185,2713,2729,2709,3349,53.82406,16.59352,29.582418,72.52485,27.475151,74.04802,25.95198,32.97335,33.452614,32.398235,30.449228,1,3,M0nkey M00n
EU O BDS vs OXG G4 2023-01-27.17.33,4,0,2,1,429,0,468.5181,54.15,3062,532,2152,910,298,470,9.078621,7.9463444,33.294785,16.267786,26.210468,24.22696,46,0.12,68.82609,42.41241,40.51737,17.070215,60.08302,34.2615,5.655483,2903,2668,3179,3770,40.737263,21.11479,38.147945,62.640217,37.35979,75.2656,24.734398,40.088745,27.057354,31.214138,36.97753,1,2,M0nkey M00n
EU O OXG vs BDS G5 2023-01-27.17.33,4,0,2,1,429,0,470.1892,54.0,3073,532,2163,910,280,443,9.078389,7.961442,33.29394,16.454645,26.20927,24.042135,45,0.12,69.04348,42.453293,40.488777,17.05792,60.10675,34.259167,5.6340814,2908,2704,3160,3770,40.776436,21.088789,38.13478,62.606567,37.393433,75.43986,24.560146,39.246185,26.929157,31.009333,36.058548,1,2,M0nkey M00n
EU O BDS vs OXG G3 2023-01-27.17.24,2,1,3,0,507,0,468.49075,50.49,2654,504,1889,765,144,333,7.719918,6.0311856,30.44336,21.997175,19.630241,27.929228,39,0.11,69.695656,41.008354,42.430313,16.561337,63.601738,34.262497,2.1357634,2829,2908,2771,3316,51.06647,14.431215,34.50231,67.548805,32.45119,68.273895,31.726103,36.804943,29.420418,30.744337,37.83466,1,2,M0nkey M00n
EU O OXG vs BDS G4 2023-01-27.17.24,2,1,3,0,507,0,468.5045,50.49,2654,504,1889,765,144,326,7.728971,6.075495,30.436703,22.003004,19.667835,27.892458,39,0.11,69.652176,40.94757,42.575764,16.476664,63.59737,34.25798,2.1446512,2810,2877,2762,3322,51.04834,14.431245,34.520416,67.55369,32.446312,68.189514,31.810486,36.423546,28.656328,30.097971,37.276764,1,2,M0nkey M00n
EU O BDS vs OXG G2 2023-01-27.17.15,4,2,3,1,619,0,422.66513,54.28,2428,430,1465,963,278,352,12.069515,10.7233,33.05553,22.874128,15.359613,28.710726,52,0.12,66.304344,48.13209,37.239418,14.628489,58.872902,34.610817,6.516277,2841,2830,2860,3282,53.226383,16.252035,30.521578,70.06102,29.938978,77.31514,22.684853,36.382626,27.562595,29.593523,37.51414,0,0,M0nkey M00n
EU O OXG vs BDS G3 2023-01-27.17.15,4,2,3,1,619,0,422.20416,54.29,2425,426,1465,960,269,317,12.05966,10.762579,33.06848,22.85873,15.385469,28.687317,54,0.12,66.0,48.211372,37.21444,14.5741825,58.998367,34.523907,6.477721,2827,2813,2845,3288,53.195953,16.217335,30.586706,70.12513,29.874865,77.41223,22.587774,35.865593,26.957228,29.394695,36.67808,0,0,M0nkey M00n
EU O OXG vs BDS G1 2023-01-27.17.01,6,3,1,2,687,1,462.68616,49.85,2636,632,1828,808,317,485,14.252699,9.150748,36.81396,19.894775,13.658972,29.632294,34,0.12,73.478264,36.88092,40.523865,22.59521,52.974174,39.150803,7.875032,2832,2847,2803,3646,44.915585,24.120813,30.963596,61.130737,38.86926,77.96567,22.034325,30.95106,33.14513,34.929646,31.71167,1,1,M0nkey M00n
EU O BDS vs OXG G0 2023-01-27.16.52,1,0,0,0,88,0,296.81885,48.21,1101,344,809,292,101,180,3.0418763,4.4392524,37.821884,20.711283,16.476057,24.990778,13,0.13,73.478264,40.622757,18.561558,40.815685,48.694363,43.19813,8.107502,2985,2691,3526,3826,65.9353,16.309956,17.754745,72.35159,27.648405,62.659843,37.340153,60.523006,29.924515,56.9734,25.656004,1,1,M0nkey M00n
EU O OXG vs BDS G0 2023-01-27.16.52,1,0,0,0,88,0,296.88553,48.21,1101,344,809,292,101,180,3.0875018,4.4312615,37.883705,20.683292,16.484652,24.948349,13,0.13,73.434784,40.526836,18.784779,40.68839,48.669506,43.194973,8.135516,3016,2726,3534,3826,65.89185,16.315907,17.792238,72.36582,27.634178,62.625084,37.374916,64.89596,24.358456,51.86284,29.75147,1,1,M0nkey M00n
